rating,review,userName,title,date,company
5,Dominic is a great driver. Soo considerate and kind.,3 Jim,5 star,2023-05-30 11:10:47-07:00,uber
5,The driver was very polite and welcoming,sirkelvin,Polite,2023-05-30 01:52:36-07:00,uber
5,Using Uber App reassures one of care by the operators unlike other apps. Security is guaranteed in case of any eventuality. Professional drivers and easy to navigate app,Maseme,Uber App Most Convenient,2023-05-19 13:11:50-07:00,uber
5,Reliable & cost effective,Jwaititu,Amazing app,2023-05-15 15:43:38-07:00,uber
1,Uber charges are too high.Yesterday I was overcharged on my trip to Ezdan and the driver lost the location and the fair increased from 24QAR to 40QAR.That is so unfair.I request to be refunded the additional amount.Thanks for your understanding.,Zoebaiby,Overcharged,2023-05-14 04:12:49-07:00,uber
4,Great addition - Dark mode is easy on the eyes.,nickbawse,Dark mode finally here!,2023-05-08 22:36:14-07:00,uber
5,Serving Deaf client need to be upped. Some drivers won’t text. Basic sign language too is essential.,AG Kanini,Deaf,2023-05-05 23:06:11-07:00,uber
5,I’ve enjoyed my trip with a very warm driver and disciplined. Great service there and keep up the great job.,Sir Johnstone,Best Driver,2023-05-05 14:12:25-07:00,uber
5,"Good and frendly driver, i recommend",John D Gitau,Excellent,2023-04-27 14:36:17-07:00,uber
5,Good,Jkuat,Good,2023-04-20 05:50:20-07:00,uber
5,Efficient and east to use. Reliable 99.9% of the time,Adano707,Efficient,2023-04-18 05:41:31-07:00,uber
5,Good,mickecheloti,Good stuff,2023-04-18 02:53:16-07:00,uber
5,The driver was very helpful especially because I was injured and he was very polite as well.,Dymphana,Kind and Professional,2023-04-15 11:28:52-07:00,uber
1,"I took a ride yesterday that was to be paid via card, the Uber driver did not end trip when I alighted and ended it way later in a different destination 🤦🏾‍♀️ I complained to Uber but nothing has been done yet. I’m so disappointed with your service.",Brilly Desai,Crook driver,2023-04-14 07:49:34-07:00,uber
5,Best Uber guy 💯💯💯,Rastakibe,Mr,2023-03-09 13:37:28-07:00,uber
5,"Very great driver and helpful. My ride with him when I was travelling with the baby was awesome! 
He helped with the stroller and made sure we alighted at a safe place with the baby.
He deserves a medal.",mamakhav,Awesome driver,2023-03-09 09:39:07-07:00,uber
1,So you have updated the App and cant use iOS 13.4.1 that my iPhone8 has... isorait... thanks I have moved to BOLT your competitors and I have realized they are even cheaper. Keep it up 👏👏👏,Dan Mash2018,Pathetic Updates on Uber App,2023-03-09 02:54:43-07:00,uber
5,Very efficient,A——-Z,5star,2023-03-03 11:31:04-07:00,uber
5,Clean with good people skills. Asante.,Natekim91,Awesome,2023-02-20 17:55:50-07:00,uber
3,There is need to review the map…,Ong'owo,Map,2023-01-26 10:12:50-07:00,uber
5,Their estimated time is always correct,Jk19475,Timely,2023-01-25 16:59:53-07:00,uber
5,"Very smart, punctual. A good communicator. Knows his way around. Highly recommended",BJCJEJ,Isaac,2023-01-20 06:35:25-07:00,uber
5,"Very calm, collected and friendly. Would definitely love another rode, blessings!",Raychelle Naibei,Appreciation review,2023-01-20 05:54:50-07:00,uber
2,"In Mombasa there is a big problem, because Uber gives you to cheap prices and not only one of the drivers will drive you with this price. So annoying",Ed Schweizer,Drivers don‘t give you the price Uber gives you,2023-01-20 00:20:18-07:00,uber
5,Well coordinated and ride was good,wagithina,Ride,2023-01-17 22:59:46-07:00,uber
1,Extremely poor method to contact anyone either on email or phone,serv chg,Contact customer care,2023-01-11 01:34:37-07:00,uber
5,very good,gonchuuu,service,2023-01-08 16:52:07-07:00,uber
5,My phone ran out of charge while using Uber and Uber paid the driver for my trip for me to be allowed to pay later in my next trip… I realized with Uber u simply cannot get stuck,Gurero chief,Uber kindness,2023-01-05 00:46:37-07:00,uber
1,"Many of your drivers I called on 31/12/22 they were charging more, or they ask where you are going if price is low they cancel .",mrs.bmk,Frustrated,2023-01-02 09:36:57-07:00,uber
5,"So patient, kind and a professional in his driving.",Ann Kubai,"HARUN, the kiddest -ever driver I have met in Uber industry.",2022-12-23 05:13:31-07:00,uber
5,Enjoying Uber rides. Just wish you were in Malindi too,Netiah's,Uber rides,2022-12-23 04:43:48-07:00,uber
5,"Micheal is a professional driver with hospitable approach to customers .
Keep it up .",buff from home,Excellent driving,2022-12-18 01:55:26-07:00,uber
5,Pppand calm po,Kelbrena,"Friendly,polite and calm and welcoming",2022-12-17 23:25:24-07:00,uber
4,Awesome guy,Revolutionary Pilot,Polite and quick to respond,2022-12-16 09:22:40-07:00,uber
5,"The driver (Patrick) is very patient, calm and polite. Splendid!!",Amos Mwitio,Great Driver,2022-12-16 03:56:06-07:00,uber
5,Perfect,E 0,Good,2022-12-15 04:10:11-07:00,uber
5,"The driver was extremely patient 
Thanks you",wendo ear,Ismael O,2022-12-11 06:56:05-07:00,uber
4,The price you get while booking is what you pay at the end of the trip it’s a great thing.,Chichi Patience,Review on app,2022-12-06 23:17:38-07:00,uber
5,The driver cancelled the trip halfway,nyakakwany,Trip canceled,2022-12-06 02:21:11-07:00,uber
5,Always on time,nyamirings,Tmely,2022-12-03 02:56:06-07:00,uber
5,Excellent and courteous!,Lev5640,AmIng,2022-11-29 14:35:41-07:00,uber
1,I traveled from Lavington to Jkia this morning with car KCM 101V and have not received the receipt.,Ambeson,Haven’t received a receipt,2022-11-27 01:20:03-07:00,uber
2,70 % of all drivers asked to be paid more money than what the app showed .,Wamigate,Kenyan coast Uber rides,2022-11-11 23:29:02-07:00,uber
4,Why is there no dark mode view for the app?,KevoLuke,Dark mode,2022-10-24 15:54:42-07:00,uber
1,I complained of racism and theft - the driver reported i didnt pay full trip charges and nothing was resolved. I have had to pay for the theft. No receipt on my previous trip has been shared with me. Am not happy with your customer service,Gari 22,Complain not addressed,2022-10-24 07:48:51-07:00,uber
5,I used the app for 7 years.Good discounts and services but cannot access it anymore since they updated and no longer support older iOS.So dissapointing!,K.254,E.K,2022-10-16 13:52:25-07:00,uber
1,"Recently uber eat service riders are very bad in their service. Call it as unprofessional.
Very disappointed the way it is.",zynzsh,Poor service,2022-04-07 06:41:35-07:00,uber
4,On 14 th Sept at 8pm I used your services from Quickmat to Komarock via CBD. Looking at my previous record from town to Kiambu was less than 500/- I tried to reason with the driver but he could not listen he wanted me to pay and complain. I tried writing but didn't manage to post. I am a loyal client and a law abiding citizen. I felt bad but I know you can still look into my account and redeem yourselves.,Sue Mmbone,Overcharged,2022-03-14 02:16:39-07:00,uber
1,"Purely in your words: “we’ve passed your question to another team because they’re experts in solving problems like yours….
As there are no further actions that can be taken here, we won’t be able to respond to further messages on this issue. We appreciate your understanding “
I appreciate your understanding too.",youstolemoney2022,Failure to Refund and Rude Response,2022-03-07 09:46:03-07:00,uber
1,"Your drivers are using the excuse of rider by wearing a mask to cancel trips they do not want to take.
They should at the very least have arrived at the pickup point in order to make this claim.
And you should require a photo",Mayakajoy,Terrible Service,2021-12-19 23:21:55-07:00,uber
1,Couldn’t login and the app support were not helpful at all.,fromweru,Poor customer care.,2021-11-29 08:27:58-07:00,uber
1,I have not used my last unpaid trip. Kindly assist me. It was not me the trip I used I had paid the driver.,digihm09,Charged for nothing.,2021-10-04 20:58:57-07:00,uber
1,Drivers seem to be unhappy and extremely disappointed especially at the payment stage during the end of the trip.,Triza Murimi,Unmotivated drivers & unpleasant trips,2021-08-05 02:55:41-07:00,uber
1,It’s a complete joke that drivers are allowed to accept a ride which they have no intention of actually fulfilling. Then quite happily tell the customer to cancel the trip so they receive a cancellation fee at the customers expense. This has now happened more times then good trips hence my 1/5 review. I’m left waiting for up to 45 minutes for them to cancel from their end. The app is totally flawed that you can’t report these drivers to Uber. I’ll be moving my business to Bolt instead.,vicuixitdkyfj,Fed up of Uber drivers-,2021-07-02 05:18:12-07:00,uber
5,I have problem on IOS 14.6 can't  add more stops i have to ride first then add the stop kindly assest,MinaNassif,Add Stop,2021-06-30 03:19:35-07:00,uber
5,You are a bunch of corporate rogue robbers who keep on stealing in the name of penalties! You allow people to cancel rides and immediately fine them!!! UBER IS JUST A FANCY APP OF SKILLED ROBBERS,GrowDeskConsulting,"CORPORATE THE ROBBERS!!!! DO NOT USE UBER, DELETE IT RIGHT AWAY BEFORE THEY STEAL FROM YOUR CARD",2021-02-12 05:42:17-07:00,uber
1,Everytime my fee is always ksh.200 bob extra... most of your drivers are conning us... the price should remain constant not adding up am very disappointed with you guys...,mshilapac,Over priced than nomal fee,2021-02-03 23:08:23-07:00,uber
4,"Had to uninstall this coz there’s no way I’m gonna pay a penalty after a driver I’d talked to, walked to the pickup point in less than a minute and the idiot wasn’t even there then I’m being charged for waiting keeping him!. He even blocked me so that I can’t reach him! Unless my charge is waived I’ll use other apps. 
Thank you.",Chris Wakoko,Charged for driver not picking my calls,2020-11-10 11:41:29-07:00,uber
4,Good app. Kindly integrate more payment options where customers can have wallets within the app from where rides charges can be directly deducted.,masterkenns,Payment Options,2020-11-03 21:38:03-07:00,uber
1,A very big margin between the price approximated and the actual price. I requested a ride with the estimate fare as 600shs but at destination it was 950shs. I was shocked! This is a big inconvenience especially when you have limited money at the moment. Kindly look into this matter.,pointy_Sly,Price estimate.,2020-08-21 02:04:26-07:00,uber
1,Somehow this app has become worse the more popular it’s gotten. Horrible user experience and even worse customer service,Wanbui64578228,Nope,2020-08-08 02:57:56-07:00,uber
3,The app is not working properly.,avidka,App issues,2020-08-06 04:53:11-07:00,uber
1,I wonder how the drivers make ends meet with the kind of prices and offers we get,khaemba,Prices,2020-02-23 02:52:49-07:00,uber
1,"Had my card used by another account and yet Uber couldn’t do anything about. Tried getting help from Uber Kenya but nothing, hence opt out of their services.",vee254,Fraudulent app,2020-01-13 02:12:34-07:00,uber
5,User friendly,Mhandisi,Application,2019-09-05 01:55:32-07:00,uber
5,"Am impressed about the trip code. That’s the best idea. 

Thank you",Miss Auma,Appreciation,2019-08-31 16:06:24-07:00,uber
1,I’ve had to delete this app because Uber drivers are calling me for rides that I HAVE NOT REQUESTED. Uber is requesting rides for me and I have not even opened the app. Please explain.,Princess Louisa,What is going on?,2019-08-22 12:05:42-07:00,uber
4,"Great, but would be better if one could cancel and include a reason for cancellation (such as several drivers not pitching up, driver requesting the passenger to cancel etc)",no nicknames left to try,Reason for cancellation?,2019-08-21 08:36:36-07:00,uber
3,The apparent position of the taxi in Apps travel route 'trails' the actual position of the car.  Enhance the App to make the taxi movement position on the App consistent with actual position of the taxi on the road.,Ja-Kanyada,Route Tracking Problem,2019-08-19 13:23:48-07:00,uber
5,"Hi, I have a problem changing the payment method, and this is not my first time to make a complaint. I can’t seem to change the payment method. Whenever I try to do so I get an error massage. N I can’t change even before the ride or after the ride.

Regards,
Naresh",azdefgh,Payment method,2019-08-16 20:30:54-07:00,uber
5,Very good choice of route. Friendly and professional driver. Keep it up,Archcharl,Compliment,2019-07-25 00:07:46-07:00,uber
1,Stop accusing drivers all the time I can’t go for 6km pick up rider then I take u for 3km this being unrealistic,gakoru,Driver,2019-07-24 21:15:55-07:00,uber
5,This morning I rode the Uba from City park drive in parkland to JKIA and the app calculated the fair to be over 3300/- a distance I routinely pay about kes 900-1100 maximum. I declined to pay that amount and the driver was very unhappy. Please address this issue and advise,nimuya,Overpriced Fairs,2019-07-16 03:34:44-07:00,uber
5,The vehicles should always smell fresh even when the driver has been up the whole night in the vehicle waiting for passengers,Soccer mum chao,Clean and Fresh,2019-07-13 21:27:05-07:00,uber
1,Edgar cancelled trip for not knowing route. Why am I being billed?,Bacharqi,Cancelled trip,2019-07-01 22:48:25-07:00,uber
1,I waited for the driver who went to the wrong location and finally couldn’t get to where I was.  I had to ask for another Uber and I was charged 150/.  I need the money refunded.,1230zoo,Refund,2019-06-03 03:34:17-07:00,uber
1,"I requested a cab, Uber Chap Chap and the driver called leonard cancelled without even a call and then I get charged for the cancellation!!!!  How the hell does that happen!!!  This is daylight robbery by Uber!!!  So whether we or the driver cancels we the client is still penalised!!!!  How do they have the right to charge us for it being the drivers fault!!!! Uber I will take legal action if you continue with this line of theft in the business!!!!!!!!",talitakaum,Robbed by Uber!!!,2019-06-01 06:53:48-07:00,uber
5,Kindly note that my Friday ride was canceled by the driver after I tried chasing him at the busy station entrance. It is not fair that I get charged for a cancellation by a driver who walked away on his own accord.,EKen55,Complaint,2019-05-26 17:41:00-07:00,uber
3,"The driving was great route and we even reached before time 
but the driver who drove me this morning insisted on having my number and calling me later in the day
he also lied he did not have change so he could get my number and send it via mpesa 
NOT HAPPY",mjejisksiuxdood,Issue,2019-05-24 07:26:37-07:00,uber
1,"Drivers frequently cancel and refuse certain trips, resulting in grave inconveniences.",WLSN.KVSH,Inconvenient,2019-05-14 02:37:28-07:00,uber
5,A good platform that makes it easy for us to move around. Keep it up !,Raunchygp,Lovely app,2019-05-10 05:07:45-07:00,uber
5,I have not had issues with my recent trips. I appreciate the services,RK Arusha,Recent trips,2019-04-26 09:56:13-07:00,uber
1,"Horrible service. Rude, arrogant driver. How can he respond to my request then decline to transport me. This is the trend of most Uber drivers.",mulijo,Horrible service,2019-04-22 09:09:25-07:00,uber
1,I had to cancel requests after drivers indicated they are too far. I wonder why your system picks drivers who are far off from the site. Have also had instances of being surcharged after drivers failing to arrive for pick ups.,angqwwsfesxc,Poor services at Nairobi SGR Terminus,2019-04-15 19:42:07-07:00,uber
1,Your drivers in Mombasa wait past the 8 minutes then switch off their phones so they can get the free Sh 150/-. Kindly refund me. It’s a scam,MGOnyango,Refund of cancellation fee,2019-04-12 21:42:58-07:00,uber
5,Mohamed is a polite driver,EspyCimp,Esperance,2019-03-12 10:17:42-07:00,uber
5,"I was charged for not paying a driver who asked me to cancel the trip because he was far in Lower Kabete. Why was I charged? Is this a way of making profits?

Pauline",Pauline Kamau,Dr,2019-03-01 23:03:27-07:00,uber
4,The app is good easy to use. However I think it has a bug from the latest update. Location updating is getting stuck,cjmusee,Rating Drivers,2019-02-25 19:32:07-07:00,uber
3,My rating went down from 4.8 to 4.69 am just curious am I being rated lowly because a rider expected more money for a trip cause that is the only reason I can think of for my rating to plummet!! Is such a rating protected the same way as compared to when you can’t rate a driver poorly for a route he took that had traffic?,Brian_Maleek,Poor rating system,2019-02-21 21:02:58-07:00,uber
5,I waited for your driver this morning but after a long time he calls to say he caught by the police for talking over the phone while driving eventually he cancelled the trip so I don’t understand why I was charged for mistakes which are not mine.,mwajoka,Over charged,2019-02-09 18:57:28-07:00,uber
1,"Today afternoon I called for a taxi which did not come and stopped responding to my calls. I cancelled the request and was charged Kshs.150.

Pius",Kirugu,Complaint,2019-01-29 06:41:21-07:00,uber
5,Awesome,kashjilz,Awesome,2019-01-29 02:41:17-07:00,uber
5,"Hallo can  i be able to make pre arranged rides, am really suffering getting a ride from work at night",paula kui,Request,2019-01-21 22:50:29-07:00,uber
4,My son rode with Uber and didn’t pay the ride because I wanted to pay with Mpesa.Now I don’t have Sarah’s contacts who was his Uber driver.how will I pay.kindly help.My number is 0722839530,rocemue,Hi,2019-01-03 05:29:58-07:00,uber
5,The a more efficient and very secure way to travel better then it's alternatives,Munyingi.Ian,Excellent,2018-12-22 21:56:15-07:00,uber
2,"For being the people who invented taxi apps, it’s the least user friendly app I used. I don’t want to give you my card details even if you won’t use it. Don’t want to alternatively log in with Facebook... just don’t.",SinaiNomad,Least user friendly,2018-10-07 10:33:41-07:00,uber
1,Can an iphone install an uber app?? Been trying all week but it seems to be unsuccessful!!,eeeeeee ddddd,UNSUCCESSFUL UBER APP INSTALLATION!,2018-10-03 01:12:19-07:00,uber
1,"I do not understand why you are charging me to compensate an Uber driver who kept me waiting for 15mins and i could see him just hovering around on the internet with msg 5 mins away, 2 min away, meet driver now then he send msg i have arrived i look around for the vehicle using the Reg No and I don’t see him then after a min or so he asks me to cancel the trip when i do so you charge me 150 to compensate him for his wrong doing. Just give me a reason why i should not pay. You should update your app to give room for reason of cancellation. This was not my fault but the drivers. I then ordered another ride which the driver never attempted to contact me and i was totally in the dark. He also kept me waiting for 12 mins and i could also see him in the app just hovering around. Finally he was at Nairobi South B Estate parked which he still at till now as per the app on my phone. I called his contact which came to your support office and good enough the support team called me like 2 mins later. I lodged my compliant and the guy at support was cooperative. All he could do was ti cancel the trip and request that i reorder. My data bundles were by now over and i decided to walk since i did not want to be the one to cancel that trip. When i got home i saw msg from support team but i do not want to cancel it myself. Infact both your drivers are the ones to compensate me for very poor services and customer care. As at now i am not able to make any request and i would wish you clear even the msg from your support team and my request to you is that you should allow space in the app for complaints and cancellations with reason before you jump into compensation of drivers. Like now Driver 1 cannot get 150 for his failure to report where he was supposed to pick me.  Please clear my uber app. I have been a very loyal client of uber and am sure you can see from your records until today when i have been so disappointed.",loykayes,Complaint,2018-09-27 06:11:23-07:00,uber
2,For some reason drivers on Uber in Kenya are unhappy and this translates into an unpleasant ride experience for the users. It might be because of compensation or because everyone is afraid of a bad review from the other. I’ve compared against my rides on competing apps and while Uber in Kenya was great at the onset it’s declined in the recent past.,geekmsanii,Solid App Unhappy Drivers,2018-09-06 06:30:19-07:00,uber
1,"I like uber however

Since i got to pakistan, your services have detiriorated. You never reply too customer complains",KenyanKhalisi,UBER Pakistan,2018-09-01 07:27:27-07:00,uber
5,"Uber is just amazing. You’ve revolutionized travel by making movement easy, convenient, hassle- free, flexible and most of all affordable. Uber hoyee !",wuod Uyoma,Uber juu!,2018-08-06 11:14:14-07:00,uber
4,I have never Received a free Uber Ride since i started using your App how now,Ron Mweti,Freeride,2018-08-06 10:29:45-07:00,uber
1,"Drivers are frequently accepting journeys but then the ETA extends until the point you cancel because other drivers are showing far closer.

Drivers are even accepting journeys whilst still completing journeys far away.

Customers then get held to ransom for a cancellation fee. This is plain wrong.",fryiinbaw,Bad cancellation fees,2018-07-21 01:04:28-07:00,uber
1,Can’t find the for business switch icon on iPhone 6,sonxtine,Fix ASAP,2018-06-20 03:27:53-07:00,uber
4,Really appreciate the discounted rates!,Koky254,Discounted rates,2018-06-13 08:14:57-07:00,uber
5,Always prompt and professional,sipewa,Best Taxi Service,2018-06-12 17:26:08-07:00,uber
5,I do not know what some of us did before Uber. Fast and efficient I totally love it. When traveling away from home I realize what Uber means for many of us. Keep up the good work!,Sheriwanassor,Thankyou for making my travels manageable,2018-06-11 22:51:37-07:00,uber
4,"I am using iPhone 6 with latest iOS
When I book the ride, I don’t see car number om the app screen
Pl help",SUBHASHDPAKHARE,Can’t see car number after booking,2018-05-29 08:57:25-07:00,uber
4,I have tried to remove from Visa card from profile and it’s impossible. I prefer to use cash but Uber will not allow me to make that choice. Am totally unhappy,Rejay@2018,Card usage,2018-05-22 23:31:05-07:00,uber
5,I love the app. Though I hate that drivers avoid people paying by card,Abishbish,Card payments are problematic,2018-05-15 07:58:22-07:00,uber
5,Very cost effective and app has no downtime,Ule Msee Wa B4,Mr Nesh,2018-05-14 10:57:02-07:00,uber
4,Uber is Extremely Convenient,Aqua Lurv,Aqua,2018-05-14 05:50:01-07:00,uber
4,Breakdown cost of fare would be an added advantage to client especially at peak time,Mchi6ta2,The App is getting better .,2018-05-13 20:16:38-07:00,uber
5,"I can get a ride from any place I am, very efficient and the cars are clean.",Dmalusi,Efficient,2018-05-13 04:15:11-07:00,uber
5,Driver is not clear on the route hence overcharged.,fred mwangi,Driver,2018-05-11 13:52:57-07:00,uber
5,Very nice guy. Very hospitable and charismatic man. He deserves an award to be honest. Even a trip to U.S and back will do. Cheers!,Muriuki555,Uber Review from a Kenyan 🇰🇪,2018-05-11 13:48:46-07:00,uber
3,Uber is convenient and has changed the face of public transport. The accuracy of the GPS needs a bit of work though.,NNJMA,Good needs GPS improvement,2018-05-11 13:16:18-07:00,uber
1,The app works fine. The problem is the drivers. More issues lately than every before. Unlikely to use this app again,fonden1743,Hmmm,2018-05-11 11:15:43-07:00,uber
3,You need to do something about drivers who have to make you cancel your trip because they are not picking their calls. It is not fair to the client to get charged because of this.,ValW7,Forceful trip cancellations caused by driver,2018-05-11 09:13:19-07:00,uber
5,"Professional, good in communication",loxy2mbo,Great Driver,2018-05-11 02:58:56-07:00,uber
3,The application kept changing arrival time for the driver and this caused me a lot of anxiety.,Sinamie,Uber pick up,2018-05-10 23:08:11-07:00,uber
5,Greatness all around,Chassismuchez,Satisfied,2018-05-10 16:08:22-07:00,uber
5,Great tho 25% commission is a bit too much in the driver,🏊🏾‍♂️,🌚🌚,2018-05-10 06:32:05-07:00,uber
1,"Drivers are mostly impatient and rudely passive. Some drivers switch off their phones and refuse to cancel even if they are the ones that can’t connect with you,  They switch off their phones instead of cancelling and that leads me to being frequently charged with an undeserving cancellation fee that i do not appreciate.

Uber is a lifesaver and im very grateful for your work but if you could please bring awareness to the drivers ill behavior. It will be beneficial to all three parties involved.

Please ask the drivers to be kinder and truthful and pleasant and patient while waiting for a client. Remind them to cancel if they cant connect & not just switch off their phones when one is trying to contact them and they feel they can not make it to the pick up point.

Again thank you for your service. Have a nice day.",Honesty Nest,Nice app. Poor customer service.,2018-05-10 03:35:10-07:00,uber
4,The app crashes sometimes especially on the drivers end. And sometimes shows the wrong pick up location.,Stuffpunks,App crashes sometimes,2018-05-09 08:37:05-07:00,uber
5,"I use the app at least 4 times in a week and I love the service. I am impressed with the quick responsiveness to complaints. However, the accuracy of pickups and drop offs should be improved. Thank you for the promos! Living my best Uber life.",Settling Cravings,Uber Review,2018-05-09 00:27:57-07:00,uber
3,There’s no way to immediately resolve any issues and conflicts such as delays and I end up being over charged even in instances where the driver cancels.,Chris Mutuku,Chris Mutuku,2018-02-23 20:09:35-07:00,uber
5,Your application is pathetic a driver accepts a ride saying that they are 5minutes away as soon as he accepts its start changing time showing that he is now 10minutes aways then increase after 5mintues that he is 12minutes away you have to wait for 30minutes to wait for a driver that was told to be 3minutes aways. Your application and service pathetic pathetic i tell you. After you cancel after waiting for more than 30minutes its also charges. this application pathetic and only after stealing from people,Samuel Raradza,Pathetic,2018-01-04 11:03:09-07:00,uber
5,Just Reliable and Efficient,Makaweys,Reliable!!!!,2017-12-18 13:05:38-07:00,uber
5,Thank you. Uber is necessary!! Need met!!,GillowKing,Awesome!!,2017-11-18 00:16:42-07:00,uber
5,Being driven by a lady was awesome!!,naivando,Best drive,2017-11-15 02:10:34-07:00,uber
5,Nice app,Jeffrimwa,Nice app,2017-11-13 19:31:59-07:00,uber
5,"Kindly allow the customer to pick their ride from among those available on their screen for faster response.

Today I had to cancel 11 rides before getting a driver willing to get to me. All the 11 were too far off and  unwilling to get to me. I only got my ride on the 12th assignment.",Oduorsa,Assignment of rides,2017-11-13 09:39:31-07:00,uber
5,I always use uber when i come to Nairobi but am very disappointed today i confirmed a trip to south be and did cancel it. The driver was 7mins away. When i visited the app again it was canceled and charged 200bob. I wonder why and i didnt cancel that trip. Had to request again bt pay for extra charges i had nt planned for.,Umm Muntaha,Did not cancel,2017-10-22 04:43:42-07:00,uber
1,Why does it say request failed every time 🤦🏽‍♂️,Abdullahi Hassan,🤦🏽‍♂️,2017-07-06 11:29:30-07:00,uber
1,When a driver fails to to show up the customer waits forever. Cancellation by the customer is charged even after 1 hour wait. I hope drivers who take too long to show up are also penalized,Mbuoro,Time waiting limit,2017-07-05 20:40:29-07:00,uber
5,Easy to use and fair price,Joshassen,Nice,2017-06-14 00:58:40-07:00,uber
5,Very user friendly.,Martin Sasia,Great app,2017-05-22 14:58:32-07:00,uber
1,"This application isn't responding appropriately. I was to get my registration code in a few seconds,but it never sent the code to my dial. ""Taxify"" is much better!",Uber Sucks!,Extremely horrible and disappointing!,2017-05-12 10:11:25-07:00,uber
4,since i started using this app have never thought ov using other cab services.easily accessible and pocket friendly.would have given it a 5 star but well you know 😉,tyson mos,5 star,2017-04-04 23:27:31-07:00,uber
5,Wise use of technology,imasiga,Convenience,2017-02-06 09:56:40-07:00,uber
5,Great service,Kenyabunty,Technology at its best,2017-02-02 23:41:25-07:00,uber
5,Totally love the ease of working with it.,Ngongo K,Awesome,2017-01-22 03:22:07-07:00,uber
5,The app is easy to use and intuitive,Miheso,Loving it,2017-01-16 21:15:10-07:00,uber
5,Great services,JB JONNZ,Jb,2016-12-28 21:12:31-07:00,uber
5,The updates are amazing,Kniff~,Loving the graphics,2016-12-19 19:02:39-07:00,uber
3,Since the new App update there a mis calculations of trip distance and slow map tracing of the driver and trip rout.,Dr. Guled Basha,Map issues,2016-11-11 21:29:15-07:00,uber
5,Excellent,$BHAVIKKARA$,B.boyz,2016-11-06 20:04:42-07:00,uber
5,The best app ever!,vnaskov,The best service in Nairobi,2016-11-04 03:51:23-07:00,uber
5,Why not have UBER credits. Use m-pesa and when a ride is done some of the credits are deducted!,💀💀👌🏿😄👨‍👩‍👧‍👦,RE:BEST APP EVER,2016-10-22 03:42:34-07:00,uber
2,I am unable to register to use this app using cash. I'd really appreciate if someone would contact me and help me with it.,Bhavin____,So disappointed,2016-09-02 02:56:10-07:00,uber
5,"Uber got me going places, I really enjoy meeting new drivers and 100% safety while on board at convenient prices",Nixon m,Perfect companion,2016-05-11 21:24:35-07:00,uber
5,Great app,Biggybong,Helpful,2016-04-29 01:43:39-07:00,uber
5,Works like a charm. Totally impressed.,Richmond Thuku,Kenya,2016-04-22 00:36:34-07:00,uber
5,Fantastic user friendly app! Keep it up,FaithJacqueline,Very user friendly!,2016-04-19 09:49:38-07:00,uber
5,Great service. The best app. Enjoying in kenya,ItsShakes,Beat travel app,2016-03-27 13:11:29-07:00,uber
5,Love it and use it globally!!,Hiteshm1,Great,2016-03-01 03:39:43-07:00,uber
5,"This is the best app ever, super convenient, top notch 👍👍💯",abubakrhawa,Revolutionary,2016-02-03 16:55:51-07:00,uber
5,Fantastic app and even more fantastic service. Always reliable. Keep up the good work.,MzSweetcheeks,"Reliable, excellent service",2016-02-03 09:57:04-07:00,uber
4,What's up with this new app icon. 👎🏾,Africa Squared,New Icon,2016-02-02 21:47:40-07:00,uber
3,The app works well please create away of changing the email address.,Oywaya,Mr.,2016-01-19 02:17:23-07:00,uber
5,Good services. Keep it up,Wadska,Rating,2016-01-18 02:58:33-07:00,uber
5,Uber comes through for daaaays,Magarsydk,Love Uber,2015-12-08 09:43:24-07:00,uber
5,Awesome,Longb12,Great,2015-12-01 23:19:10-07:00,uber
5,Very good service and is very reliable all the way in Kenya,N.M.T_6116,App,2015-12-01 08:56:46-07:00,uber
4,Uber works pretty well. Although time estimates in my city (Nairobi) are way off. The app isn't very user friendly. Needs a user manual or something,Kay 😊😊,Great service but horrible app design,2015-11-20 12:07:41-07:00,uber
4,Just loving the way it works.wish more people knew about the application.,Roba3334,Best ever,2015-11-19 14:37:50-07:00,uber
1,Ridiculous new rates up by almost 60%! No longer competitive for me. I'm out.,Siomchache,Alx,2015-11-07 10:15:01-07:00,uber
4,"Quite fast and convenient.
Very few bugs .",Audimania07,Über,2015-09-10 08:40:41-07:00,uber
5,"Uber is on a league of its own. It has taken the cab industry to new heights ensuring competitive, efficient and excellent service. It has certainly changed my life as I have had many problems using other services before. Thank you Uber, I am now a loyal customer and shall only be using your service from now on.",TheFishSA,Revolutionary,2013-09-29 10:11:12-07:00,uber
5,Awesome experience,Ride poa,Ride with Stephen of KDH 261Q,2025-04-09 12:14:37-07:00,little
1,"Sent a rider with a parcel. Rider intentionally took a much longer route than the app had suggested. Not only did I end up paying double the initial estimate, but support said they were reviewing the case but never got back to me. One month now.",D. Mwenda,Con riders and poor support,2025-04-05 03:30:13-07:00,little
5,Always a great experience! The cars are neat and clean and the drivers are friendly and professional. Great for travelling with kids - it feels calm and safe,Kali Kenya,Professional & clean,2024-12-31 00:28:00-07:00,little
3,"I love the app

The maps are horrible",ro61zzy,.,2024-12-21 09:55:43-07:00,little
1,"All I well tell you guys is that they will say the estimate is this but charge almost double for the trip. You may as well use other apps, they are not diligent in their pricing model. Thieves.",$$$$$$$$$1111111111111,They overcharge and are unprofessional.,2024-12-01 03:23:05-07:00,little
5,The best,Celloh8,Simply the best,2024-11-14 01:55:19-07:00,little
