reviewer,rating,date,text,source,company,response
Raychelle Naibei,5,2023-01-20,"Very calm, collected and friendly. Would definitely love another rode, blessings!",app_store,uber,False
Ed Schweizer,2,2023-01-20,"In Mombasa there is a big problem, because Uber gives you to cheap prices and not only one of the drivers will drive you with this price. So annoying",app_store,uber,False
wagithina,5,2023-01-17,Well coordinated and ride was good,app_store,uber,False
serv chg,1,2023-01-11,Extremely poor method to contact anyone either on email or phone,app_store,uber,False
gonchuuu,5,2023-01-08,very good,app_store,uber,False
Gurero chief,5,2023-01-05,My phone ran out of charge while using Uber and Uber paid the driver for my trip for me to be allowed to pay later in my next trip… I realized with Uber u simply cannot get stuck,app_store,uber,False
mrs.bmk,1,2023-01-02,"Many of your drivers I called on 31/12/22 they were charging more, or they ask where you are going if price is low they cancel .",app_store,uber,False
Ann Kubai,5,2022-12-23,"So patient, kind and a professional in his driving.",app_store,uber,False
Netiah's,5,2022-12-23,Enjoying Uber rides. Just wish you were in Malindi too,app_store,uber,False
buff from home,5,2022-12-18,"Micheal is a professional driver with hospitable approach to customers .
Keep it up .",app_store,uber,False
Kelbrena,5,2022-12-17,Pppand calm po,app_store,uber,False
Revolutionary Pilot,4,2022-12-16,Awesome guy,app_store,uber,False
Amos Mwitio,5,2022-12-16,"The driver (Patrick) is very patient, calm and polite. Splendid!!",app_store,uber,False
E 0,5,2022-12-15,Perfect,app_store,uber,False
wendo ear,5,2022-12-11,"The driver was extremely patient 
Thanks you",app_store,uber,False
Chichi Patience,4,2022-12-06,The price you get while booking is what you pay at the end of the trip it’s a great thing.,app_store,uber,False
nyakakwany,5,2022-12-06,The driver cancelled the trip halfway,app_store,uber,False
nyamirings,5,2022-12-03,Always on time,app_store,uber,False
Lev5640,5,2022-11-29,Excellent and courteous!,app_store,uber,False
Ambeson,1,2022-11-27,I traveled from Lavington to Jkia this morning with car KCM 101V and have not received the receipt.,app_store,uber,False
Wamigate,2,2022-11-11,70 % of all drivers asked to be paid more money than what the app showed .,app_store,uber,False
KevoLuke,4,2022-10-24,Why is there no dark mode view for the app?,app_store,uber,False
Gari 22,1,2022-10-24,I complained of racism and theft - the driver reported i didnt pay full trip charges and nothing was resolved. I have had to pay for the theft. No receipt on my previous trip has been shared with me. Am not happy with your customer service,app_store,uber,False
K.254,5,2022-10-16,I used the app for 7 years.Good discounts and services but cannot access it anymore since they updated and no longer support older iOS.So dissapointing!,app_store,uber,False
zynzsh,1,2022-04-07,"Recently uber eat service riders are very bad in their service. Call it as unprofessional.
Very disappointed the way it is.",app_store,uber,False
Sue Mmbone,4,2022-03-14,On 14 th Sept at 8pm I used your services from Quickmat to Komarock via CBD. Looking at my previous record from town to Kiambu was less than 500/- I tried to reason with the driver but he could not listen he wanted me to pay and complain. I tried writing but didn't manage to post. I am a loyal client and a law abiding citizen. I felt bad but I know you can still look into my account and redeem yourselves.,app_store,uber,False
youstolemoney2022,1,2022-03-07,"Purely in your words: “we’ve passed your question to another team because they’re experts in solving problems like yours….
As there are no further actions that can be taken here, we won’t be able to respond to further messages on this issue. We appreciate your understanding “
I appreciate your understanding too.",app_store,uber,False
Mayakajoy,1,2021-12-19,"Your drivers are using the excuse of rider by wearing a mask to cancel trips they do not want to take.
They should at the very least have arrived at the pickup point in order to make this claim.
And you should require a photo",app_store,uber,False
fromweru,1,2021-11-29,Couldn’t login and the app support were not helpful at all.,app_store,uber,False
digihm09,1,2021-10-04,I have not used my last unpaid trip. Kindly assist me. It was not me the trip I used I had paid the driver.,app_store,uber,False
Triza Murimi,1,2021-08-05,Drivers seem to be unhappy and extremely disappointed especially at the payment stage during the end of the trip.,app_store,uber,False
vicuixitdkyfj,1,2021-07-02,It’s a complete joke that drivers are allowed to accept a ride which they have no intention of actually fulfilling. Then quite happily tell the customer to cancel the trip so they receive a cancellation fee at the customers expense. This has now happened more times then good trips hence my 1/5 review. I’m left waiting for up to 45 minutes for them to cancel from their end. The app is totally flawed that you can’t report these drivers to Uber. I’ll be moving my business to Bolt instead.,app_store,uber,False
MinaNassif,5,2021-06-30,I have problem on IOS 14.6 can't  add more stops i have to ride first then add the stop kindly assest,app_store,uber,False
GrowDeskConsulting,5,2021-02-12,You are a bunch of corporate rogue robbers who keep on stealing in the name of penalties! You allow people to cancel rides and immediately fine them!!! UBER IS JUST A FANCY APP OF SKILLED ROBBERS,app_store,uber,False
mshilapac,1,2021-02-03,Everytime my fee is always ksh.200 bob extra... most of your drivers are conning us... the price should remain constant not adding up am very disappointed with you guys...,app_store,uber,False
Chris Wakoko,4,2020-11-10,"Had to uninstall this coz there’s no way I’m gonna pay a penalty after a driver I’d talked to, walked to the pickup point in less than a minute and the idiot wasn’t even there then I’m being charged for waiting keeping him!. He even blocked me so that I can’t reach him! Unless my charge is waived I’ll use other apps. 
Thank you.",app_store,uber,False
masterkenns,4,2020-11-03,Good app. Kindly integrate more payment options where customers can have wallets within the app from where rides charges can be directly deducted.,app_store,uber,False
pointy_Sly,1,2020-08-21,A very big margin between the price approximated and the actual price. I requested a ride with the estimate fare as 600shs but at destination it was 950shs. I was shocked! This is a big inconvenience especially when you have limited money at the moment. Kindly look into this matter.,app_store,uber,False
Wanbui64578228,1,2020-08-08,Somehow this app has become worse the more popular it’s gotten. Horrible user experience and even worse customer service,app_store,uber,False
avidka,3,2020-08-06,The app is not working properly.,app_store,uber,False
khaemba,1,2020-02-23,I wonder how the drivers make ends meet with the kind of prices and offers we get,app_store,uber,False
vee254,1,2020-01-13,"Had my card used by another account and yet Uber couldn’t do anything about. Tried getting help from Uber Kenya but nothing, hence opt out of their services.",app_store,uber,False
Mhandisi,5,2019-09-05,User friendly,app_store,uber,False
Miss Auma,5,2019-08-31,"Am impressed about the trip code. That’s the best idea. 

Thank you",app_store,uber,False
Princess Louisa,1,2019-08-22,I’ve had to delete this app because Uber drivers are calling me for rides that I HAVE NOT REQUESTED. Uber is requesting rides for me and I have not even opened the app. Please explain.,app_store,uber,False
no nicknames left to try,4,2019-08-21,"Great, but would be better if one could cancel and include a reason for cancellation (such as several drivers not pitching up, driver requesting the passenger to cancel etc)",app_store,uber,False
Ja-Kanyada,3,2019-08-19,The apparent position of the taxi in Apps travel route 'trails' the actual position of the car.  Enhance the App to make the taxi movement position on the App consistent with actual position of the taxi on the road.,app_store,uber,False
azdefgh,5,2019-08-16,"Hi, I have a problem changing the payment method, and this is not my first time to make a complaint. I can’t seem to change the payment method. Whenever I try to do so I get an error massage. N I can’t change even before the ride or after the ride.

Regards,
Naresh",app_store,uber,False
Archcharl,5,2019-07-25,Very good choice of route. Friendly and professional driver. Keep it up,app_store,uber,False
gakoru,1,2019-07-24,Stop accusing drivers all the time I can’t go for 6km pick up rider then I take u for 3km this being unrealistic,app_store,uber,False
nimuya,5,2019-07-16,This morning I rode the Uba from City park drive in parkland to JKIA and the app calculated the fair to be over 3300/- a distance I routinely pay about kes 900-1100 maximum. I declined to pay that amount and the driver was very unhappy. Please address this issue and advise,app_store,uber,False
Soccer mum chao,5,2019-07-13,The vehicles should always smell fresh even when the driver has been up the whole night in the vehicle waiting for passengers,app_store,uber,False
Bacharqi,1,2019-07-01,Edgar cancelled trip for not knowing route. Why am I being billed?,app_store,uber,False
1230zoo,1,2019-06-03,I waited for the driver who went to the wrong location and finally couldn’t get to where I was.  I had to ask for another Uber and I was charged 150/.  I need the money refunded.,app_store,uber,False
talitakaum,1,2019-06-01,"I requested a cab, Uber Chap Chap and the driver called leonard cancelled without even a call and then I get charged for the cancellation!!!!  How the hell does that happen!!!  This is daylight robbery by Uber!!!  So whether we or the driver cancels we the client is still penalised!!!!  How do they have the right to charge us for it being the drivers fault!!!! Uber I will take legal action if you continue with this line of theft in the business!!!!!!!!",app_store,uber,False
EKen55,5,2019-05-26,Kindly note that my Friday ride was canceled by the driver after I tried chasing him at the busy station entrance. It is not fair that I get charged for a cancellation by a driver who walked away on his own accord.,app_store,uber,False
mjejisksiuxdood,3,2019-05-24,"The driving was great route and we even reached before time 
but the driver who drove me this morning insisted on having my number and calling me later in the day
he also lied he did not have change so he could get my number and send it via mpesa 
NOT HAPPY",app_store,uber,False
WLSN.KVSH,1,2019-05-14,"Drivers frequently cancel and refuse certain trips, resulting in grave inconveniences.",app_store,uber,False
Raunchygp,5,2019-05-10,A good platform that makes it easy for us to move around. Keep it up !,app_store,uber,False
RK Arusha,5,2019-04-26,I have not had issues with my recent trips. I appreciate the services,app_store,uber,False
mulijo,1,2019-04-22,"Horrible service. Rude, arrogant driver. How can he respond to my request then decline to transport me. This is the trend of most Uber drivers.",app_store,uber,False
angqwwsfesxc,1,2019-04-15,I had to cancel requests after drivers indicated they are too far. I wonder why your system picks drivers who are far off from the site. Have also had instances of being surcharged after drivers failing to arrive for pick ups.,app_store,uber,False
MGOnyango,1,2019-04-12,Your drivers in Mombasa wait past the 8 minutes then switch off their phones so they can get the free Sh 150/-. Kindly refund me. It’s a scam,app_store,uber,False
EspyCimp,5,2019-03-12,Mohamed is a polite driver,app_store,uber,False
Pauline Kamau,5,2019-03-01,"I was charged for not paying a driver who asked me to cancel the trip because he was far in Lower Kabete. Why was I charged? Is this a way of making profits?

Pauline",app_store,uber,False
cjmusee,4,2019-02-25,The app is good easy to use. However I think it has a bug from the latest update. Location updating is getting stuck,app_store,uber,False
Brian_Maleek,3,2019-02-21,My rating went down from 4.8 to 4.69 am just curious am I being rated lowly because a rider expected more money for a trip cause that is the only reason I can think of for my rating to plummet!! Is such a rating protected the same way as compared to when you can’t rate a driver poorly for a route he took that had traffic?,app_store,uber,False
mwajoka,5,2019-02-09,I waited for your driver this morning but after a long time he calls to say he caught by the police for talking over the phone while driving eventually he cancelled the trip so I don’t understand why I was charged for mistakes which are not mine.,app_store,uber,False
Kirugu,1,2019-01-29,"Today afternoon I called for a taxi which did not come and stopped responding to my calls. I cancelled the request and was charged Kshs.150.

Pius",app_store,uber,False
kashjilz,5,2019-01-29,Awesome,app_store,uber,False
paula kui,5,2019-01-21,"Hallo can  i be able to make pre arranged rides, am really suffering getting a ride from work at night",app_store,uber,False
rocemue,4,2019-01-03,My son rode with Uber and didn’t pay the ride because I wanted to pay with Mpesa.Now I don’t have Sarah’s contacts who was his Uber driver.how will I pay.kindly help.My number is 0722839530,app_store,uber,False
Munyingi.Ian,5,2018-12-22,The a more efficient and very secure way to travel better then it's alternatives,app_store,uber,False
SinaiNomad,2,2018-10-07,"For being the people who invented taxi apps, it’s the least user friendly app I used. I don’t want to give you my card details even if you won’t use it. Don’t want to alternatively log in with Facebook... just don’t.",app_store,uber,False
eeeeeee ddddd,1,2018-10-03,Can an iphone install an uber app?? Been trying all week but it seems to be unsuccessful!!,app_store,uber,False
loykayes,1,2018-09-27,"I do not understand why you are charging me to compensate an Uber driver who kept me waiting for 15mins and i could see him just hovering around on the internet with msg 5 mins away, 2 min away, meet driver now then he send msg i have arrived i look around for the vehicle using the Reg No and I don’t see him then after a min or so he asks me to cancel the trip when i do so you charge me 150 to compensate him for his wrong doing. Just give me a reason why i should not pay. You should update your app to give room for reason of cancellation. This was not my fault but the drivers. I then ordered another ride which the driver never attempted to contact me and i was totally in the dark. He also kept me waiting for 12 mins and i could also see him in the app just hovering around. Finally he was at Nairobi South B Estate parked which he still at till now as per the app on my phone. I called his contact which came to your support office and good enough the support team called me like 2 mins later. I lodged my compliant and the guy at support was cooperative. All he could do was ti cancel the trip and request that i reorder. My data bundles were by now over and i decided to walk since i did not want to be the one to cancel that trip. When i got home i saw msg from support team but i do not want to cancel it myself. Infact both your drivers are the ones to compensate me for very poor services and customer care. As at now i am not able to make any request and i would wish you clear even the msg from your support team and my request to you is that you should allow space in the app for complaints and cancellations with reason before you jump into compensation of drivers. Like now Driver 1 cannot get 150 for his failure to report where he was supposed to pick me.  Please clear my uber app. I have been a very loyal client of uber and am sure you can see from your records until today when i have been so disappointed.",app_store,uber,False
geekmsanii,2,2018-09-06,For some reason drivers on Uber in Kenya are unhappy and this translates into an unpleasant ride experience for the users. It might be because of compensation or because everyone is afraid of a bad review from the other. I’ve compared against my rides on competing apps and while Uber in Kenya was great at the onset it’s declined in the recent past.,app_store,uber,False
KenyanKhalisi,1,2018-09-01,"I like uber however

Since i got to pakistan, your services have detiriorated. You never reply too customer complains",app_store,uber,False
wuod Uyoma,5,2018-08-06,"Uber is just amazing. You’ve revolutionized travel by making movement easy, convenient, hassle- free, flexible and most of all affordable. Uber hoyee !",app_store,uber,False
Ron Mweti,4,2018-08-06,I have never Received a free Uber Ride since i started using your App how now,app_store,uber,False
fryiinbaw,1,2018-07-21,"Drivers are frequently accepting journeys but then the ETA extends until the point you cancel because other drivers are showing far closer.

Drivers are even accepting journeys whilst still completing journeys far away.

Customers then get held to ransom for a cancellation fee. This is plain wrong.",app_store,uber,False
sonxtine,1,2018-06-20,Can’t find the for business switch icon on iPhone 6,app_store,uber,False
Koky254,4,2018-06-13,Really appreciate the discounted rates!,app_store,uber,False
sipewa,5,2018-06-12,Always prompt and professional,app_store,uber,False
Sheriwanassor,5,2018-06-11,I do not know what some of us did before Uber. Fast and efficient I totally love it. When traveling away from home I realize what Uber means for many of us. Keep up the good work!,app_store,uber,False
SUBHASHDPAKHARE,4,2018-05-29,"I am using iPhone 6 with latest iOS
When I book the ride, I don’t see car number om the app screen
Pl help",app_store,uber,False
Rejay@2018,4,2018-05-22,I have tried to remove from Visa card from profile and it’s impossible. I prefer to use cash but Uber will not allow me to make that choice. Am totally unhappy,app_store,uber,False
Abishbish,5,2018-05-15,I love the app. Though I hate that drivers avoid people paying by card,app_store,uber,False
Ule Msee Wa B4,5,2018-05-14,Very cost effective and app has no downtime,app_store,uber,False
Aqua Lurv,4,2018-05-14,Uber is Extremely Convenient,app_store,uber,False
Mchi6ta2,4,2018-05-13,Breakdown cost of fare would be an added advantage to client especially at peak time,app_store,uber,False
Dmalusi,5,2018-05-13,"I can get a ride from any place I am, very efficient and the cars are clean.",app_store,uber,False
fred mwangi,5,2018-05-11,Driver is not clear on the route hence overcharged.,app_store,uber,False
Muriuki555,5,2018-05-11,Very nice guy. Very hospitable and charismatic man. He deserves an award to be honest. Even a trip to U.S and back will do. Cheers!,app_store,uber,False
NNJMA,3,2018-05-11,Uber is convenient and has changed the face of public transport. The accuracy of the GPS needs a bit of work though.,app_store,uber,False
fonden1743,1,2018-05-11,The app works fine. The problem is the drivers. More issues lately than every before. Unlikely to use this app again,app_store,uber,False
ValW7,3,2018-05-11,You need to do something about drivers who have to make you cancel your trip because they are not picking their calls. It is not fair to the client to get charged because of this.,app_store,uber,False
loxy2mbo,5,2018-05-11,"Professional, good in communication",app_store,uber,False
Sinamie,3,2018-05-10,The application kept changing arrival time for the driver and this caused me a lot of anxiety.,app_store,uber,False
Chassismuchez,5,2018-05-10,Greatness all around,app_store,uber,False
🏊🏾‍♂️,5,2018-05-10,Great tho 25% commission is a bit too much in the driver,app_store,uber,False
Honesty Nest,1,2018-05-10,"Drivers are mostly impatient and rudely passive. Some drivers switch off their phones and refuse to cancel even if they are the ones that can’t connect with you,  They switch off their phones instead of cancelling and that leads me to being frequently charged with an undeserving cancellation fee that i do not appreciate.

Uber is a lifesaver and im very grateful for your work but if you could please bring awareness to the drivers ill behavior. It will be beneficial to all three parties involved.

Please ask the drivers to be kinder and truthful and pleasant and patient while waiting for a client. Remind them to cancel if they cant connect & not just switch off their phones when one is trying to contact them and they feel they can not make it to the pick up point.

Again thank you for your service. Have a nice day.",app_store,uber,False
Stuffpunks,4,2018-05-09,The app crashes sometimes especially on the drivers end. And sometimes shows the wrong pick up location.,app_store,uber,False
Settling Cravings,5,2018-05-09,"I use the app at least 4 times in a week and I love the service. I am impressed with the quick responsiveness to complaints. However, the accuracy of pickups and drop offs should be improved. Thank you for the promos! Living my best Uber life.",app_store,uber,False
Chris Mutuku,3,2018-02-23,There’s no way to immediately resolve any issues and conflicts such as delays and I end up being over charged even in instances where the driver cancels.,app_store,uber,False
Samuel Raradza,5,2018-01-04,Your application is pathetic a driver accepts a ride saying that they are 5minutes away as soon as he accepts its start changing time showing that he is now 10minutes aways then increase after 5mintues that he is 12minutes away you have to wait for 30minutes to wait for a driver that was told to be 3minutes aways. Your application and service pathetic pathetic i tell you. After you cancel after waiting for more than 30minutes its also charges. this application pathetic and only after stealing from people,app_store,uber,False
Makaweys,5,2017-12-18,Just Reliable and Efficient,app_store,uber,False
GillowKing,5,2017-11-18,Thank you. Uber is necessary!! Need met!!,app_store,uber,False
naivando,5,2017-11-15,Being driven by a lady was awesome!!,app_store,uber,False
Jeffrimwa,5,2017-11-13,Nice app,app_store,uber,False
Oduorsa,5,2017-11-13,"Kindly allow the customer to pick their ride from among those available on their screen for faster response.

Today I had to cancel 11 rides before getting a driver willing to get to me. All the 11 were too far off and  unwilling to get to me. I only got my ride on the 12th assignment.",app_store,uber,False
Umm Muntaha,5,2017-10-22,I always use uber when i come to Nairobi but am very disappointed today i confirmed a trip to south be and did cancel it. The driver was 7mins away. When i visited the app again it was canceled and charged 200bob. I wonder why and i didnt cancel that trip. Had to request again bt pay for extra charges i had nt planned for.,app_store,uber,False
Abdullahi Hassan,1,2017-07-06,Why does it say request failed every time 🤦🏽‍♂️,app_store,uber,False
Mbuoro,1,2017-07-05,When a driver fails to to show up the customer waits forever. Cancellation by the customer is charged even after 1 hour wait. I hope drivers who take too long to show up are also penalized,app_store,uber,False
Joshassen,5,2017-06-14,Easy to use and fair price,app_store,uber,False
Martin Sasia,5,2017-05-22,Very user friendly.,app_store,uber,False
Uber Sucks!,1,2017-05-12,"This application isn't responding appropriately. I was to get my registration code in a few seconds,but it never sent the code to my dial. ""Taxify"" is much better!",app_store,uber,False
tyson mos,4,2017-04-04,since i started using this app have never thought ov using other cab services.easily accessible and pocket friendly.would have given it a 5 star but well you know 😉,app_store,uber,False
imasiga,5,2017-02-06,Wise use of technology,app_store,uber,False
Kenyabunty,5,2017-02-02,Great service,app_store,uber,False
Ngongo K,5,2017-01-22,Totally love the ease of working with it.,app_store,uber,False
Miheso,5,2017-01-16,The app is easy to use and intuitive,app_store,uber,False
JB JONNZ,5,2016-12-28,Great services,app_store,uber,False
Kniff~,5,2016-12-19,The updates are amazing,app_store,uber,False
Dr. Guled Basha,3,2016-11-11,Since the new App update there a mis calculations of trip distance and slow map tracing of the driver and trip rout.,app_store,uber,False
$BHAVIKKARA$,5,2016-11-06,Excellent,app_store,uber,False
vnaskov,5,2016-11-04,The best app ever!,app_store,uber,False
💀💀👌🏿😄👨‍👩‍👧‍👦,5,2016-10-22,Why not have UBER credits. Use m-pesa and when a ride is done some of the credits are deducted!,app_store,uber,False
Bhavin____,2,2016-09-02,I am unable to register to use this app using cash. I'd really appreciate if someone would contact me and help me with it.,app_store,uber,False
Nixon m,5,2016-05-11,"Uber got me going places, I really enjoy meeting new drivers and 100% safety while on board at convenient prices",app_store,uber,False
Biggybong,5,2016-04-29,Great app,app_store,uber,False
Richmond Thuku,5,2016-04-22,Works like a charm. Totally impressed.,app_store,uber,False
FaithJacqueline,5,2016-04-19,Fantastic user friendly app! Keep it up,app_store,uber,False
ItsShakes,5,2016-03-27,Great service. The best app. Enjoying in kenya,app_store,uber,False
Hiteshm1,5,2016-03-01,Love it and use it globally!!,app_store,uber,False
abubakrhawa,5,2016-02-03,"This is the best app ever, super convenient, top notch 👍👍💯",app_store,uber,False
MzSweetcheeks,5,2016-02-03,Fantastic app and even more fantastic service. Always reliable. Keep up the good work.,app_store,uber,False
Africa Squared,4,2016-02-02,What's up with this new app icon. 👎🏾,app_store,uber,False
Oywaya,3,2016-01-19,The app works well please create away of changing the email address.,app_store,uber,False
Wadska,5,2016-01-18,Good services. Keep it up,app_store,uber,False
Magarsydk,5,2015-12-08,Uber comes through for daaaays,app_store,uber,False
Longb12,5,2015-12-01,Awesome,app_store,uber,False
N.M.T_6116,5,2015-12-01,Very good service and is very reliable all the way in Kenya,app_store,uber,False
Kay 😊😊,4,2015-11-20,Uber works pretty well. Although time estimates in my city (Nairobi) are way off. The app isn't very user friendly. Needs a user manual or something,app_store,uber,False
Roba3334,4,2015-11-19,Just loving the way it works.wish more people knew about the application.,app_store,uber,False
Siomchache,1,2015-11-07,Ridiculous new rates up by almost 60%! No longer competitive for me. I'm out.,app_store,uber,False
Audimania07,4,2015-09-10,"Quite fast and convenient.
Very few bugs .",app_store,uber,False
TheFishSA,5,2013-09-29,"Uber is on a league of its own. It has taken the cab industry to new heights ensuring competitive, efficient and excellent service. It has certainly changed my life as I have had many problems using other services before. Thank you Uber, I am now a loyal customer and shall only be using your service from now on.",app_store,uber,False
Ride poa,5,2025-04-09,Awesome experience,app_store,little,False
D. Mwenda,1,2025-04-05,"Sent a rider with a parcel. Rider intentionally took a much longer route than the app had suggested. Not only did I end up paying double the initial estimate, but support said they were reviewing the case but never got back to me. One month now.",app_store,little,False
Kali Kenya,5,2024-12-31,Always a great experience! The cars are neat and clean and the drivers are friendly and professional. Great for travelling with kids - it feels calm and safe,app_store,little,False
ro61zzy,3,2024-12-21,"I love the app

The maps are horrible",app_store,little,False
$$$$$$$$$1111111111111,1,2024-12-01,"All I well tell you guys is that they will say the estimate is this but charge almost double for the trip. You may as well use other apps, they are not diligent in their pricing model. Thieves.",app_store,little,False
Celloh8,5,2024-11-14,The best,app_store,little,False
Rahime96,1,2024-09-10,Charged me 300% the ride rate!!!,app_store,little,False
TanWN,5,2024-08-09,I was overcharged for a very short distance. Also the driver was moving at an extremely slow pace so that the trip takes more time.,app_store,little,False
001mombasa,5,2024-08-04,I have no complaints on my side I love the app,app_store,little,False
snjagi,4,2024-08-02,The map doesn’t update as quickly as possible and not elaborate.,app_store,little,False
CJMMP,4,2024-05-10,Need to add a change of driver button for those moments when drivers ask you to end trip for a reason or another so that you don’t have to keep resetting your trip all over again.,app_store,little,False
"geez, why do i need a nickname",3,2024-04-22,The vehicles are comfortable and service is good. The app is terrible. The map is also not too useful.,app_store,little,False
Desirée 2130,1,2024-04-08,The app keeps on canceling my requests and asking me to rate the drivers. I requested 6 cabs back to back and the app canceled them. When I called the drivers they said I was the one who canceled.,app_store,little,False
morrisiriga,3,2024-02-16,"The app is too clunky compared to competitors in the following ways:

- Too many taps / clicks are required in order to get started with a ride, which I believe is the primary reason most people use the app for.
- Long load times (the 3 dots) before information comes up or is displayed
- Random occurrences of hanging / non-responsiveness that never seem to get fixed.

Still love & recommend it since:

- It’s Kenyan made & based
- Terms and rates for drivers are favourable 
- Never had any bad experiences with Little drivers or riders",app_store,little,False
Wanji1,1,2024-01-30,"We are being scammed by your drivers and we do not have a functioning number t reach anyone for assistance.

I thought this was a reliable app but unfortunately it is not.

Quite a bad experience.",app_store,little,False
MrSid.,1,2024-01-18,"1. Simplicity! This app UI is too complex. It has everything except the kitchen sink while users simply want to request a taxi. Ask yourselves, are you Little Cab Services or Little Shopping Mall? 
2. For iOS 16+, why not use live activities for real-time ride event tracking?",app_store,little,False
Mzxritim,1,2023-09-16,Today I updated the app on my phone and now I can’t even open it. Tried to delete and reinstall but it still brings up the same issue. I have also tried to restart my phone but still the app opens and closes,app_store,little,False
byb❤️,1,2023-08-17,The app isn’t working at all!,app_store,little,False
Dorina ✨,1,2023-06-22,"Was stuck in a ride I was trying to end for more than twenty minutes because the app never sent the end code. Plus there is no direct way to reach customer care.

Very bad customer experience Little should really work on fixing these issues to better their service.",app_store,little,False
Obuyu,5,2023-05-26,"Please look at the GPS system, of late it does not show the actual location of the driver.",app_store,little,False
Lady Nyawira,5,2023-05-16,I’m a firm believer of apps developed by Kenyans for the Panafrican market…. Little has delivered that!,app_store,little,False
kamuuh,5,2023-05-16,The driver did not start the trip. Ruiru Kamakis to KEMU towers. Kindly bill correctly.,app_store,little,False
Proud Kenyans,5,2023-05-16,"Little App has proved to be the most effective SuperAop for users for many years in Kenya and other countries it operates in. Currently it serves well to customers with services as ride hailing, parcel delivery, logistics, food delivery, merchant payments, movie tickets and many more services from a single console of the smart phone without exiting one app. I highly recommend every user to experience it with pleasure.",app_store,little,False
Princess Ayraa,5,2023-05-16,The most convenient app in Kenya with professional drivers.,app_store,little,False
POLLYOKORE,5,2023-05-07,The Best,app_store,little,False
Kithome,3,2023-04-04,There’s a problem when you book with corporate. You get the notification that the ride has been approved but you can’t see it when booking a ride. It’s really frustrating especially when leaving work late after a tiresome day.,app_store,little,False
Mina202302,1,2023-02-22,I have updated and it is not working. It keeps on give me an error message.,app_store,little,False
GYLEODHIS,5,2023-02-11,No way to contact support team from app. The maps is not working si I cannot book a ride,app_store,little,False
Makc0,4,2023-02-04,Overall great app with reliable service providers. Would be great if trip invoice was available as a pdf document. Great work,app_store,little,False
SLteam,5,2022-12-15,Good and quick process from hailing the cab to pick up with no driver cancellations,app_store,little,False
Ingrid NJ,3,2022-12-02,The app has so so many steps before a user on a corporate card van request a ride. Someone actually has to be taught. Not simple and direct. Need better UX designers. The UI is however appealing,app_store,little,False
Riz-Man80,1,2022-11-22,The app is way complicated to use to many questions and query’s to fill also the app from my side showed to pay 550 and the drivers app indicates 680,app_store,little,False
Nthiga,1,2022-11-05,Silas was a rude driver who took a much longer route to make more.. jogoo road is clear and we live off jogoo road,app_store,little,False
maina3560,3,2022-11-03,Crashes when I try to pin point my home address,app_store,little,False
Etale86,5,2022-08-16,ONLY ONE APP THAT CATERS FOR MANY SERVICES👏🏿👏🏿👏🏿👏🏿,app_store,little,False
...sheridan...,5,2022-08-14,Stuck at “getting thing ready”… and doesn’t move beyond this.,app_store,little,False
nonniy2,1,2022-07-29,"The promo codes aren’t working yet it said verified. 
This is the second tine and the money is more than the estimate.",app_store,little,False
Kerubo 🤩,1,2022-07-28,Awful app,app_store,little,False
juliejada,5,2022-07-18,An easy driver. Not complicated,app_store,little,False
chairmundu,5,2022-07-12,Liked response time and delivery,app_store,little,False
dbh05,1,2022-07-04,The app accepts the money and doesn’t refund incase you don’t attend a show or use their facilities provided.,app_store,little,False
Ahan75,1,2022-06-26,"Payments not done on time, stay away as customer care will also waste your time!!!",app_store,little,False
mandealer,3,2022-02-23,Too slow,app_store,little,False
Oduor_Yv,5,2022-02-17,"The app is so busy at first glance, should be able to tell how far the driver is in minutes.",app_store,little,False
xcthkhaygs,5,2022-01-21,Please update your navigation system to make the rides more comfortable,app_store,little,False
Wis',4,2022-01-01,Apart from there not being the courier option a lot of the time - Little is great.,app_store,little,False
ob1 ke,1,2021-08-01,I was given an estimate of 380 from Realcom house to Xpodd. Final bill was 480. I did not stop anywhere we can straight. Please rectify,app_store,little,False
Amon Mwadime,2,2021-07-14,Whenever I try to order it always crushes or goes off,app_store,little,False
royal traveller T,1,2021-06-20,Have tried the whole of today to open app and raise request. All i get is blue screen with three dots forever. Ussd also nonfunctional and yet i need service,app_store,little,False
wamuthuku,5,2021-06-19,Very good and friendly,app_store,little,False
vivek959,5,2021-06-08,"I have been using Little for a while now and its been my no1 app. Drivers are friendly, and drivers literally take less then 5 mins to pick up!",app_store,little,False
Robert C2016,5,2021-05-27,Easy and great,app_store,little,False
jether69,5,2021-05-08,Proffessional,app_store,little,False
Nikitarose-Flo,5,2021-03-07,I like the app outlook. What I don’t like is how the app keeps closing itself when am booking a cab it’s just an inconvenience. Hope u can improve that,app_store,little,False
C.nyawira,5,2021-02-13,Awesome ride,app_store,little,False
Sikols,2,2021-02-03,"The maps of this app are pathetic. Can’t even  let in one’s destination.
Drivers hardly available",app_store,little,False
KathyWaweru,5,2021-01-31,I had a great experience with the driver.  He was very courteous,app_store,little,False
Jaycee-W,4,2021-01-28,"Too high compared to other providers.
No option of changing destination once confirmed.",app_store,little,False
shix _2021,5,2021-01-23,"Always a great experience riding with little cab, I have always met very friendly drivers and best rates, keep it up!",app_store,little,False
Cnm254,4,2021-01-13,Drivers need to keep their cars cleaner,app_store,little,False
